PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived,UserToken,ProductCode
695,2,male,22.6,0,2,9.2,S,1,wlfnj92ap8sz,PROD-0074
696,1,male,23.3,0,0,120.83,S,1,wp27ll8dfzw7,PROD-0363
697,3,female,1.0,0,0,73.42,S,1,g9umcdwhyx01,PROD-0517
698,2,male,20.5,1,0,21.49,C,0,lk40mefpt9v2,PROD-0358
699,3,male,21.3,0,0,13.24,S,0,40zugnl9nthz,PROD-0060
700,3,female,32.0,0,0,9.75,C,0,z22y6bchjeqg,PROD-0471
701,3,female,51.7,1,1,15.8,S,0,9odxoy0jxggh,PROD-0275
702,1,female,31.3,1,1,5.0,S,1,wwihyque6tnn,PROD-0044
703,3,female,19.5,0,1,8.44,S,1,7wib7x4d6wyi,PROD-0220
704,3,female,34.1,0,0,5.0,S,1,wsca3l8r4s8y,PROD-0121
705,1,female,50.7,0,0,59.16,Q,0,9f62nsw9mh4m,PROD-0591
706,3,female,20.4,0,0,5.0,S,0,8dqyrglw4do3,PROD-0545
707,2,male,21.3,0,0,5.0,S,0,lh4a0snwo91a,PROD-0063
708,2,female,43.4,0,1,58.54,S,1,860s8hwpi6gn,PROD-0343
709,2,male,31.7,0,0,23.33,S,0,eapg9o8tw9vz,PROD-0004
710,2,female,44.7,0,1,38.81,S,1,xkekpij90t27,PROD-0274
711,1,female,34.8,1,0,52.14,C,1,lenbozdgau97,PROD-0093
712,1,male,45.5,0,3,20.57,S,0,02ccgqvhcxz2,PROD-0448
713,1,female,19.5,4,3,40.45,S,1,0fa1lhwo3hki,PROD-0043
714,2,female,34.8,2,0,22.05,S,1,czwt186piwxy,PROD-0541
715,2,male,31.8,0,1,113.82,S,1,gktnqf6w2dbk,PROD-0138
716,1,male,16.8,3,0,50.72,S,1,2byefiio7n88,PROD-0157
717,3,female,11.5,2,1,10.86,S,0,qu83cysdfers,PROD-0531
718,3,female,45.3,0,1,21.55,S,0,clfh89hcatkh,PROD-0540
719,2,male,29.7,1,1,6.65,S,0,6lcepbkv6ivf,PROD-0057
720,3,male,19.7,0,1,38.15,C,0,5u5lz3fkpiy0,PROD-0065
721,2,female,33.6,1,0,8.35,C,1,5oiq2mo93t5f,PROD-0512
722,3,male,51.9,0,1,21.81,S,0,7w7ebnykpsh5,PROD-0586
723,1,male,1.0,0,1,22.55,S,1,295s0ym2eu9t,PROD-0293
724,3,male,12.6,0,0,24.54,S,1,s02w9k1i2ins,PROD-0098
725,3,male,21.2,3,0,8.56,S,0,1403u5fztkn8,PROD-0091
726,3,female,56.9,0,1,22.41,S,0,21s613kb0vvi,PROD-0159
727,2,female,39.2,0,0,56.28,S,1,inj6h9okub2a,PROD-0411
728,2,female,46.5,0,0,8.92,C,1,ar11b1a9xecv,PROD-0057
729,2,female,17.9,0,2,12.83,S,0,wxs5ybg9gp4u,PROD-0384
730,3,male,18.2,1,0,36.21,S,1,uxfyhz1wa1vv,PROD-0482
731,3,male,41.7,1,0,6.87,S,0,2sjpq9t0ohcx,PROD-0086
732,3,male,35.9,0,0,91.04,S,1,t9j1w41tw60o,PROD-0590
733,2,male,43.2,0,0,43.57,S,0,t8h76qnjonhq,PROD-0592
734,1,male,32.2,0,1,43.71,S,1,cvo9k66cshl2,PROD-0178
735,2,male,39.2,0,0,37.66,S,0,wcweo1qxn9e9,PROD-0067
736,1,male,37.4,1,0,11.17,C,1,2jfyi5upnm13,PROD-0195
737,1,male,46.7,1,1,18.29,C,0,mn45wmbkep6o,PROD-0155
738,2,female,47.1,0,1,21.52,S,0,ixqwuedt75qr,PROD-0167
739,3,female,10.7,0,1,23.11,Q,1,m52g17774uu3,PROD-0554
740,1,female,1.3,0,0,41.58,S,0,qzejl7bqfo9a,PROD-0092
741,1,female,50.0,0,1,11.26,C,1,nvl1hqr36r30,PROD-0190
742,1,female,52.8,0,0,18.2,S,1,tzmjohmfjroi,PROD-0472
743,3,male,19.7,1,0,104.89,S,1,i4pwqfvx5fqg,PROD-0034
744,3,female,7.1,0,0,86.07,S,1,5hfbh25mxyn4,PROD-0036
745,1,male,36.5,2,1,10.74,S,1,h1f560u97l54,PROD-0181
746,1,male,49.0,0,0,33.08,S,0,cehrhnekvee4,PROD-0580
747,2,male,62.0,0,1,7.45,S,0,s25bwcct7cs6,PROD-0503
748,2,male,42.7,0,0,12.32,S,0,ko89wd5zm3nz,PROD-0556
749,2,male,29.4,0,0,11.74,S,0,nl2yzyder5d9,PROD-0518
750,2,female,21.6,0,0,32.16,S,0,x9xbupkd0zcb,PROD-0071
751,3,female,35.2,0,0,79.54,Q,1,qzfmfmfw5nrl,PROD-0240
752,2,female,30.5,1,1,19.12,S,1,pqy9uc3er2y1,PROD-0317
753,3,female,19.8,0,1,90.84,Q,1,20c3koccsb5a,PROD-0099
754,1,male,65.7,1,1,66.87,S,1,p0czzxtr7x4o,PROD-0595
755,3,male,61.8,1,0,22.64,S,0,mu86n6bv0g8x,PROD-0361
756,3,female,52.0,0,0,34.2,S,0,yjk1wptojgky,PROD-0511
757,3,male,21.2,0,0,28.77,S,1,50tt9gw02pe1,PROD-0155
758,2,male,47.8,0,1,53.84,S,0,m780xke11q6w,PROD-0429
759,1,male,44.6,0,0,27.04,C,1,x4u0a932ftvj,PROD-0063
760,3,female,41.6,1,0,21.45,S,0,az9yyl8s2886,PROD-0013
761,3,female,53.7,2,1,27.5,C,1,rgg7xwqe8a9m,PROD-0384
762,1,male,44.5,0,0,26.05,S,0,lw8dnh7dehmc,PROD-0041
763,2,female,46.1,0,0,8.88,S,0,464pa93mudod,PROD-0165
764,2,male,44.6,1,0,5.0,S,1,j5vle54cgdrm,PROD-0476
765,3,male,40.1,1,0,15.19,Q,0,4gwfy7ap8fau,PROD-0298
766,3,male,8.2,0,0,13.42,S,0,xixv76xahtv2,PROD-0225
767,2,male,36.3,1,0,179.13,S,1,imfb6f1ls2f4,PROD-0174
768,2,female,26.7,0,1,25.1,S,1,78t4js7ofx2h,PROD-0401
769,2,male,15.8,0,0,26.6,S,0,4egmhee702bg,PROD-0572
770,2,female,60.2,0,0,32.67,Q,0,3ensjbzohrda,PROD-0443
771,1,male,60.9,0,0,35.49,C,0,qloofr73o7m0,PROD-0215
772,3,female,55.4,2,0,5.27,S,0,j0k594tb282c,PROD-0253
773,2,female,38.8,0,0,19.51,Q,1,ip2hp6e8sdlw,PROD-0061
774,2,female,55.3,0,0,5.0,C,1,32k13oh7ixdb,PROD-0086
775,1,female,35.2,0,0,5.0,S,1,aoczw5t73gcd,PROD-0160
776,1,female,38.0,0,0,21.81,S,1,hrdo8hm4fydv,PROD-0232
777,2,male,18.6,0,2,119.57,S,1,nyhbgm0eewq1,PROD-0594
778,1,female,41.0,0,2,19.25,S,1,jj578ocvkors,PROD-0522
779,1,female,35.9,1,0,5.0,S,1,1aa59y0xkwwn,PROD-0067
780,3,male,15.5,0,0,10.38,S,1,sjfvf94uohun,PROD-0198
781,2,male,34.2,1,1,6.1,Q,0,4cof99yx18qi,PROD-0033
782,2,male,33.8,0,3,38.79,Q,0,1rc6nhit65s0,PROD-0037
783,2,male,62.0,1,1,11.5,S,0,tkm8p17fszwt,PROD-0224
784,3,male,48.4,1,0,31.17,S,0,fu2al7691p4z,PROD-0575
785,2,male,35.2,0,0,16.59,S,0,42ujeq65q27q,PROD-0111
786,3,female,38.7,0,0,30.96,S,1,ko5jk8b87drh,PROD-0408
787,3,male,35.7,2,1,28.74,S,0,gazqdukxqwtp,PROD-0235
788,3,female,32.0,0,0,65.99,S,1,bxnksk5p8cnr,PROD-0324
789,2,male,18.8,1,0,11.05,S,1,xxke6eo83ryb,PROD-0521
790,3,female,32.7,0,0,12.78,S,0,o55jml1vllup,PROD-0497
791,2,male,23.8,0,0,19.44,S,0,0uu26zpok99a,PROD-0496
792,2,male,16.2,0,0,22.27,S,0,amzjlcbnitn3,PROD-0246
793,2,male,42.7,2,0,6.95,C,1,96cbl1x3j8fq,PROD-0029
794,2,female,40.9,0,0,24.1,S,1,onr2d078411b,PROD-0591
795,1,male,8.2,1,1,39.99,S,1,vldtvlet8835,PROD-0596
796,2,female,33.2,1,0,9.01,S,0,695jv4q3e5yt,PROD-0514
797,1,male,49.9,0,0,64.5,S,0,i3mmalrw6p3q,PROD-0286
798,2,female,50.9,0,1,53.51,S,1,hzab92t21dba,PROD-0168
799,2,male,50.4,0,1,49.55,S,1,wjkhfj4urmjg,PROD-0104
800,3,female,35.6,0,0,41.81,S,1,ri8k9jcvy9pt,PROD-0222
801,1,male,22.3,1,0,31.98,S,0,ora13ytecxzw,PROD-0200
802,2,male,18.7,0,0,19.91,S,1,wwtotj7hkaif,PROD-0165
803,2,male,40.2,0,0,33.0,S,1,m6opwcr8cj87,PROD-0570
804,1,male,40.7,1,0,57.63,S,1,jfdj9fu6nasv,PROD-0395
805,1,male,54.3,0,0,17.1,S,1,vksz699q2y3z,PROD-0133
806,1,female,51.5,0,0,5.48,S,1,vk6ywzpvgvbb,PROD-0383
807,1,male,33.0,0,0,94.44,S,1,nox7ycuy11p8,PROD-0423
808,2,male,16.3,0,0,77.97,S,0,kfzwaincncz1,PROD-0313
809,2,female,30.2,1,0,13.49,S,0,u18lup2kfon8,PROD-0568
810,2,male,38.3,0,1,15.02,S,0,dr8d03cxetb4,PROD-0579
811,1,male,32.0,0,0,47.14,S,0,vrxjfpftp1fk,PROD-0259
812,1,female,26.3,0,0,17.6,S,1,lwxql7zcq2fg,PROD-0283
813,1,female,38.8,0,0,18.15,S,1,xsd2eay42mvw,PROD-0130
814,2,female,27.4,1,1,23.69,S,1,u90gg001e8rm,PROD-0470
815,2,male,25.6,0,2,8.15,C,0,tsnvdtv0wqky,PROD-0558
816,2,female,39.7,2,0,24.96,Q,1,uyw079x9b706,PROD-0394
817,1,male,29.0,1,0,7.33,Q,1,bqn7fhw7f62e,PROD-0120
818,1,female,38.7,0,0,13.41,S,1,nupif4a2pceh,PROD-0310
819,3,female,39.1,1,0,10.35,S,1,ldm30ixgvsx5,PROD-0476
820,1,female,17.9,0,1,5.0,S,1,v0lsmsnb9apf,PROD-0025
821,1,male,27.8,4,0,62.97,S,0,zf2ws23pirgk,PROD-0354
822,1,male,56.6,0,2,12.0,S,0,3zbvl6kiallf,PROD-0394
823,3,female,17.6,0,0,11.08,S,0,ga68sa6pvu1m,PROD-0322
824,2,male,3.3,0,0,198.12,S,1,412zctm5tyzb,PROD-0385
825,2,male,7.1,0,1,27.14,S,1,pjxhvp7ao4x7,PROD-0537
826,3,female,35.4,1,0,5.0,S,1,c8h0gtwr679n,PROD-0074
827,1,female,35.5,0,1,17.07,S,1,8cngswrvdmcg,PROD-0342
828,3,male,33.2,0,0,12.62,Q,0,3gdttdh03foj,PROD-0477
829,1,male,53.2,0,1,19.74,S,1,a1tbm9gqbjy8,PROD-0493
830,2,male,1.0,2,0,6.32,S,0,4yyoig88bvpq,PROD-0280
831,2,male,40.9,1,0,5.74,Q,1,5o3rboi98kqf,PROD-0598
832,2,male,58.4,0,1,5.0,S,0,3f2dr09ldvsl,PROD-0194
833,3,female,18.1,0,0,38.79,S,1,ajqhl11bbigi,PROD-0264
834,1,female,29.3,0,0,5.0,S,0,uwcf51im18l0,PROD-0494
835,3,male,23.7,2,1,46.48,S,0,st15wglxzfno,PROD-0263
836,2,male,21.6,1,0,5.28,S,0,i28f3354cwil,PROD-0206
837,2,female,30.1,0,2,43.57,C,1,w1446cwsvtxk,PROD-0333
838,3,female,56.4,2,0,38.63,C,0,wuu802o1ptkf,PROD-0373
839,1,female,62.6,0,0,33.29,C,0,eb8v7jp9sixu,PROD-0581
840,3,male,30.0,1,0,5.0,Q,0,zvtb5g105yej,PROD-0370
841,2,female,63.6,0,0,13.17,S,1,6eezch6wdqdr,PROD-0111
842,3,male,35.5,0,2,32.06,C,0,jzlyyoza5psp,PROD-0031
843,1,male,61.3,0,0,5.0,S,1,eatznw7ixp0s,PROD-0580
844,2,female,33.6,0,0,11.4,S,1,q10g3a1te22v,PROD-0253
845,3,male,37.0,2,0,15.49,C,0,uryl19ra2f5m,PROD-0120
846,2,male,40.5,0,0,63.06,C,0,r09mlk3eph8a,PROD-0133
847,1,male,80.0,1,0,8.04,C,0,5defg38ypfg0,PROD-0063
848,1,male,47.8,1,1,6.62,S,0,gbqcokvgw96e,PROD-0119
849,3,male,24.4,1,1,102.59,S,1,50hwc3e3ws0z,PROD-0468
850,1,female,49.5,2,1,13.71,S,0,59ypjjzj3ft6,PROD-0392
851,3,male,29.6,0,0,13.78,S,0,6huy6zqob61i,PROD-0359
852,3,male,27.7,0,0,43.25,C,0,l4gdqv1v6iqd,PROD-0006
853,1,female,48.6,0,0,36.86,C,1,86l6nzybhpyl,PROD-0403
854,1,male,35.5,0,1,17.43,S,0,1as0e9jpukui,PROD-0581
855,3,female,39.2,2,0,28.94,S,0,0w293zpftiuy,PROD-0553
856,1,male,35.2,0,0,12.21,S,0,8la1gcn7suw2,PROD-0237
857,2,female,40.0,0,0,35.84,S,1,d6rjgjoqae02,PROD-0360
858,3,male,41.4,0,1,5.0,S,1,ujdu82i4ei3o,PROD-0179
859,2,female,5.9,0,1,5.0,Q,1,byzrd1h5dow3,PROD-0533
860,2,male,45.0,1,1,13.21,S,1,hpr4ir5lgeti,PROD-0551
861,3,female,20.3,0,0,5.0,Q,0,22xko7xl31w8,PROD-0133
862,2,male,13.4,1,3,7.84,S,1,wt9veaka3u0v,PROD-0292
863,1,female,34.1,1,0,22.28,C,1,ln8xj69rx84x,PROD-0141
864,2,male,36.3,1,0,12.81,S,1,qake1vpn5o1v,PROD-0368
865,3,male,24.6,0,0,5.0,S,1,gvvc1c8qxgfe,PROD-0175
866,3,male,47.5,1,0,187.16,S,1,taoukfj6omxw,PROD-0417
867,2,male,14.9,0,0,58.82,S,1,g0vrpe6p8g8g,PROD-0588
868,2,male,28.9,0,0,9.01,C,1,39ghf2zklz5j,PROD-0522
869,1,female,26.2,1,0,55.2,S,1,dkni23wr0ne9,PROD-0109
870,1,male,34.3,1,0,77.25,S,1,f16pxw5bozug,PROD-0077
871,1,male,39.2,0,1,41.74,S,0,1ei4thls5e0j,PROD-0488
872,3,male,19.9,2,1,5.0,S,1,v2n89er0061c,PROD-0048
873,1,male,45.9,0,0,25.05,S,0,uqhacz9whja9,PROD-0240
874,3,male,35.9,0,0,22.12,S,0,x6skklw1o92s,PROD-0596
875,1,female,6.6,4,1,23.0,S,1,777rljxdigt0,PROD-0268
876,2,male,5.6,0,0,5.0,S,0,hwmo7at81px1,PROD-0005
877,2,female,34.8,1,0,37.7,C,1,q5alyy46arhj,PROD-0585
878,2,male,31.7,0,0,64.05,C,0,au036dvdtiwg,PROD-0424
879,3,male,33.4,1,0,5.0,S,0,pca25py5axgf,PROD-0198
880,3,female,34.6,1,0,9.5,S,1,n48dpiqscg1c,PROD-0366
881,3,male,38.4,1,0,5.0,C,0,re3xtasvz7rv,PROD-0367
882,1,male,49.2,0,0,52.16,S,0,01gnlqvassrv,PROD-0331
883,3,female,18.3,1,0,144.34,Q,1,jz109f7shjz2,PROD-0576
884,1,female,17.4,0,0,5.0,S,0,jp6paney4vyc,PROD-0471
885,3,female,18.6,4,0,68.61,S,1,piyxc1x2e63f,PROD-0155
886,2,male,39.3,0,0,17.67,S,0,wax5fcjars1n,PROD-0595
887,2,female,53.7,0,0,86.8,S,1,jexeag9t2z7v,PROD-0577
888,1,female,28.5,2,0,112.8,S,1,9ynqu503csak,PROD-0028
889,1,female,1.0,0,0,48.63,S,1,027vii9zrr0u,PROD-0178
890,1,male,9.4,0,0,5.0,S,1,4v78on2vn9d7,PROD-0368
891,3,male,22.5,1,0,23.94,C,0,dkjsvaylpcab,PROD-0527
892,3,male,26.6,0,0,5.67,S,1,5yqg4hgzt3dz,PROD-0430
893,3,male,28.9,0,0,141.95,S,1,9apag9b3hwo8,PROD-0344
894,1,female,35.6,0,0,19.23,S,0,g3b2nnm57i72,PROD-0183
895,2,male,30.3,0,0,7.61,S,0,kcyfkxap6h6y,PROD-0058
896,2,male,50.7,0,1,10.71,S,1,ab5onjnc4le3,PROD-0535
897,2,male,24.9,0,0,101.19,S,0,8u90yobkfphj,PROD-0319
898,2,male,22.1,0,1,5.0,S,0,q79zczgas7pe,PROD-0274
899,2,male,42.2,0,0,39.38,S,0,tda99ja4y53v,PROD-0587
900,2,male,12.0,0,0,66.35,S,1,tti8j2iojmuf,PROD-0098
901,1,male,40.8,1,1,15.59,S,1,wb6yqk5vlh72,PROD-0152
902,2,female,36.5,1,0,32.78,C,1,zxr4wox4pusa,PROD-0512
903,3,male,32.8,0,0,24.4,S,1,u4m6k099eivk,PROD-0170
904,1,male,58.8,0,0,18.34,S,0,01o7kqfrbkhn,PROD-0565
905,3,male,25.7,2,3,15.38,Q,1,sjegdh8ha0tc,PROD-0514
906,2,male,65.9,0,2,5.0,S,0,3o19gaixa7dk,PROD-0059
907,3,male,31.6,0,0,10.22,S,0,8d2tx92i3joz,PROD-0274
908,3,male,15.8,0,1,5.83,C,0,07uvphw36tcr,PROD-0451
909,3,male,36.0,0,0,18.19,S,0,r8063ztlzvtk,PROD-0293
910,3,male,18.9,1,0,42.1,C,0,h70bchtajxgb,PROD-0129
911,3,female,23.7,2,0,8.19,S,1,0k3inf3fkc2v,PROD-0027
912,2,male,41.0,2,0,9.92,Q,0,f78rjk0j4nq1,PROD-0004
913,2,male,43.3,0,0,11.78,Q,0,27ihwtrlvp1h,PROD-0106
914,1,female,25.7,0,1,47.0,S,0,4z4k1mse7bl6,PROD-0156
915,2,male,49.8,0,0,59.82,C,0,hwpwlmfmy31y,PROD-0181
916,1,male,52.4,0,0,5.0,S,0,2b1efrycuu4g,PROD-0512
917,1,male,56.5,0,0,70.14,S,1,avv6hqgxm0ay,PROD-0305
918,1,male,42.9,1,0,46.09,S,0,ub7c8rpodfyf,PROD-0084
919,2,male,55.5,0,0,5.0,S,0,tr7i0wt5l4xo,PROD-0049
920,1,female,6.8,2,2,33.18,S,1,xxh59qnkakny,PROD-0078
921,2,female,30.2,0,0,26.87,S,0,5esr5z94tabl,PROD-0188
922,3,female,22.0,0,0,22.31,S,1,agiwi0fc0ce8,PROD-0443
923,3,male,36.8,2,1,5.0,S,0,vrjytbog71v2,PROD-0029
924,2,male,26.4,1,2,31.31,C,1,g09dm1ptw2rw,PROD-0243
925,2,male,32.5,0,2,23.33,S,0,su1lhh5p83ur,PROD-0268
926,2,male,63.2,0,0,9.42,C,1,jrhb9ndqpxpy,PROD-0089
927,2,male,32.5,0,0,17.84,C,1,lfs8sc57nuy2,PROD-0035
928,3,male,41.2,0,0,44.08,C,1,erctuk1ykulu,PROD-0138
929,1,male,31.5,0,1,5.0,S,0,bhzv4yjlg6na,PROD-0091
930,3,male,36.1,0,1,16.41,C,1,rsw2kun1egaa,PROD-0476
931,1,male,35.1,1,1,55.17,C,0,ma93xbwgfv2e,PROD-0550
932,3,female,41.7,0,0,16.82,C,0,ycl7ogzrvurw,PROD-0373
933,2,male,52.5,1,0,58.75,C,0,p3tfpa9wkk2k,PROD-0455
934,1,female,59.7,1,0,5.37,S,1,ousdrg45cnvx,PROD-0456
935,3,male,39.6,0,0,44.26,S,1,gbzr3nf4mri8,PROD-0526
936,1,male,43.8,0,0,83.31,C,0,c87vws37e580,PROD-0058
937,3,male,17.7,0,0,5.0,S,0,hp2d6ce2w69d,PROD-0598
938,2,male,33.7,1,0,52.9,C,0,tpcj8a08vgq9,PROD-0274
939,1,male,49.1,1,1,9.08,S,0,ckrgcuqwu4rt,PROD-0325
940,1,male,48.0,1,1,5.0,S,0,uo4eyxbrln2l,PROD-0478
941,3,female,38.2,0,1,5.0,S,0,b32bf34n7wpu,PROD-0296
942,2,male,48.3,0,1,15.58,S,0,0ob1610h1s6r,PROD-0159
943,3,male,42.4,0,1,5.0,Q,0,rzcyq5m0p1x3,PROD-0011
944,3,female,53.0,0,0,8.44,S,0,8g5lozss7afw,PROD-0101
945,3,male,39.3,1,0,15.66,S,0,t94j2wlnutjy,PROD-0050
946,2,female,29.7,0,0,17.59,S,1,bmxg8lunqsxy,PROD-0229
947,3,male,40.0,0,0,6.95,Q,0,8ufiryggjsel,PROD-0467
948,3,male,1.0,0,0,11.48,S,0,p2liw69kpuc9,PROD-0200
949,1,male,40.7,0,1,6.06,S,0,02r9xgqx1y6o,PROD-0358
950,2,male,1.0,1,1,8.36,S,1,dndxjbjr7gdd,PROD-0111
951,1,female,9.1,0,2,35.93,S,1,y5hfd4chvo2d,PROD-0354
952,2,male,41.8,2,3,16.04,Q,1,77c2ka0h9k2c,PROD-0572
953,3,male,42.2,1,2,40.97,Q,1,85qcwu9gl3qo,PROD-0189
954,2,male,17.6,2,0,8.3,S,0,mps9p79yo08t,PROD-0289
955,2,female,24.3,1,1,5.0,S,1,0gafpk5cg8qk,PROD-0577
956,2,female,55.6,1,1,23.14,S,1,4n6ueg07ciho,PROD-0364
957,1,female,27.7,1,1,37.73,S,1,t7jwccyfllsq,PROD-0239
958,2,female,68.6,0,0,5.0,S,1,zt02i6wwsizt,PROD-0072
959,3,female,35.0,0,0,33.95,S,0,4d83kmb72val,PROD-0562
960,2,male,41.1,0,2,5.0,S,0,kqeu10yc5tzh,PROD-0366
961,2,female,59.3,0,0,10.77,C,0,ui28jgr2ybfk,PROD-0034
962,3,male,37.0,0,0,24.46,S,0,l8ny5qa8gxp3,PROD-0333
963,1,male,20.0,2,0,5.0,S,1,92h0l0w9cwed,PROD-0581
964,2,female,33.4,0,0,29.26,S,1,1x2v8v5yj93w,PROD-0559
965,1,male,34.5,0,0,22.83,S,1,ncttxejjmv6u,PROD-0117
966,3,male,14.5,1,3,32.16,S,1,ysjf5wyowex4,PROD-0247
967,3,male,31.2,0,1,5.0,S,0,sv3bx6i0szlq,PROD-0591
968,2,male,23.9,2,2,8.73,S,0,xjif18mgmmmw,PROD-0469
969,1,female,48.9,0,0,49.38,C,1,otnht6j2cjx2,PROD-0336
970,1,male,35.5,2,0,5.0,C,1,pm0a623ctr64,PROD-0182
971,2,female,30.8,1,0,52.24,Q,0,6coajpaeov3d,PROD-0457
972,2,male,33.4,0,0,39.14,S,1,1y9vuuhuhna8,PROD-0347
973,3,female,38.3,0,0,5.0,S,1,6l87egm1487o,PROD-0314
974,3,male,44.3,0,1,5.02,S,0,xn41v9k9x1t0,PROD-0556
975,2,female,20.0,0,3,45.08,S,1,yzfdoqxulfb2,PROD-0226
976,3,male,19.4,0,0,19.81,Q,0,yu9wngl4q47n,PROD-0375
977,3,male,51.6,4,0,16.45,Q,0,9fguvlv6beul,PROD-0026
978,2,male,28.8,0,0,9.34,S,0,2qxc0etb80wk,PROD-0426
979,2,male,13.7,1,0,17.17,S,0,x6qpndehqf6u,PROD-0328
980,3,male,41.7,0,0,13.31,S,0,h7hjdpydoynw,PROD-0525
981,1,female,42.0,4,0,15.86,S,0,knltr6kd82w6,PROD-0199
982,3,female,12.0,0,0,53.3,Q,1,zjdzec7woe75,PROD-0555
983,1,female,38.4,0,0,5.0,S,0,xpmmlb1vx855,PROD-0345
984,2,male,46.0,0,1,65.61,S,0,rez1w3w69o7r,PROD-0124
985,3,male,40.6,0,0,10.14,S,0,1jf5g3vxljvv,PROD-0096
986,2,female,44.5,1,0,9.96,S,0,gnfejbm0o6q3,PROD-0117
987,2,female,13.9,0,0,33.95,S,1,bkkszxp7kg1j,PROD-0181
988,2,male,40.0,0,0,58.89,C,0,99e92inqfrqb,PROD-0330
989,1,female,30.5,0,0,24.52,S,1,m67lqbn9ssbe,PROD-0520
990,1,male,27.8,1,1,8.29,S,0,h62egd3e62in,PROD-0597
991,2,female,48.1,0,2,5.0,S,0,j0fit7ct92my,PROD-0406
992,2,female,57.2,0,0,16.2,S,0,7u5dzpm0oehm,PROD-0294
993,2,female,61.9,0,0,5.0,S,1,yv1y3x6crz1q,PROD-0367
994,1,male,54.7,0,0,57.15,S,0,3ab48weat2yx,PROD-0198
995,3,female,33.4,0,0,10.41,S,0,wq6degbcwlzk,PROD-0146
996,2,male,40.3,2,0,38.78,S,0,q0r416s3mqiq,PROD-0322
997,2,female,46.5,0,1,49.1,C,1,eccnoo64pw71,PROD-0496
998,2,male,36.8,1,0,25.75,S,1,7mf6hx8q4tki,PROD-0038
999,1,female,37.0,0,0,39.7,Q,1,bpre57rz7emb,PROD-0066
1000,3,female,47.4,0,0,25.04,S,1,i47luj1fw5ai,PROD-0106
